id,created_at,updated_at,partner_type,lead_sales_contact
440,1.61888816425815E+018,1.61888816425815E+018,Influencer,Root
441,1.6188882296637E+018,1.6188882296637E+018,Agent,Root
442,1.61888834797523E+018,1.61888834797523E+018,Agent,Root
443,1.61888844627507E+018,1.61888844627507E+018,Agent,Root
444,1.61888868248994E+018,1.61888868248994E+018,Lender,Root
445,1.61888880492242E+018,1.61888880492242E+018,Influencer,Root
446,1.61888891866605E+018,1.61888891866605E+018,Agent,Root
447,1.61888900234898E+018,1.61888900234898E+018,Influencer,Root
448,1.61888914589659E+018,1.61888914589659E+018,Agent,Root
449,1.61888923070571E+018,1.61888923070571E+018,Agent,Root
450,1.6189057946173E+018,1.61916757096453E+018,Agent,Sky
451,1.61890662703765E+018,1.61916768011407E+018,Agent,Sky
452,1.61898745886443E+018,1.61898745886443E+018,Management company,Root
453,1.61899363510935E+018,1.61899363510935E+018,Lender,Potato
454,1.61899499612303E+018,1.61899499612303E+018,Agent,Potato
455,1.61902336534749E+018,1.61968508857857E+018,Agent,Cloud
456,1.61908590670992E+018,1.61908590670992E+018,Agent,Root
457,1.61911460303425E+018,1.61911494909364E+018,IFA,Leaf
458,1.61911562845149E+018,1.61911562845149E+018,Influencer,Leaf
459,1.61912370000139E+018,1.61912370000139E+018,Agent,Daisy
460,1.61915008193061E+018,1.61915008193061E+018,Agent,Potato
461,1.61915659695266E+018,1.61915676896711E+018,Lender,Root
462,1.61916781361236E+018,1.61916784155106E+018,Agent,Sky
463,1.61916794363463E+018,1.61916798365755E+018,Agent,Sky
464,1.61919160228595E+018,1.61968489220282E+018,Developer,Cloud
465,1.61919176649361E+018,1.61968506441122E+018,Agent,Cloud
466,1.61940815493488E+018,1.61940837425519E+018,Agent,Potato
467,1.61940866208107E+018,1.61940866208107E+018,Agent,Potato
468,1.61942446458852E+018,1.61942459566573E+018,Agent,Potato
469,1.61945713165443E+018,1.61945713165443E+018,Agent,Leaf
470,1.61952830521754E+018,1.61978292136684E+018,Lender,Horiz
471,1.61956277677173E+018,1.61956277677173E+018,Lender,Daisy
472,1.61958191554603E+018,1.61958191554603E+018,Agent,Potato
473,1.61960052337817E+018,1.61960052337817E+018,Agent,Leaf
474,1.61960232092714E+018,1.61960241237333E+018,Agent,Horiz
475,1.61968133396722E+018,1.61968133396722E+018,Management company,Potato
476,1.61968178522075E+018,1.61968183929447E+018,Agent,Potato
477,1.61971014582029E+018,1.61971023504468E+018,Management company,Cloud
478,1.61971034248493E+018,1.61971043400541E+018,Management company,Cloud
479,1.61971072189047E+018,1.61971073083945E+018,Agent,Cloud
480,1.61971085911829E+018,1.61971086923116E+018,Agent,Cloud
481,1.61975170370016E+018,1.61975170370016E+018,Agent,Potato
482,1.61975775297895E+018,1.61975775297895E+018,Agent,Sky
483,1.61975795589154E+018,1.61975795589154E+018,Agent,Sky
484,1.61975875340251E+018,1.61975875340251E+018,Agent,Sky
485,1.61975896934504E+018,1.61975896934504E+018,Agent,Lion
486,1.61975902379969E+018,1.61975902379969E+018,Agent,Lion
487,1.61975942266069E+018,1.61975942266069E+018,Agent,Sky
488,1.61977235024327E+018,1.61977235024327E+018,Influencer,Sky
489,1.61977304511953E+018,1.61977304511953E+018,Agent,Sky
490,1.61977324803481E+018,1.61977324803481E+018,Agent,Sky
491,1.61977374702256E+018,1.61977374702256E+018,Agent,Sky
492,1.61980052630375E+018,1.61980054056885E+018,IFA,Cloud
493,1.62002245820211E+018,1.62002245820211E+018,Agent,Sky
494,1.62002248644754E+018,1.62002248644754E+018,Agent,Sky
495,1.62002250143613E+018,1.62002250143613E+018,Agent,Sky
496,1.62002257146369E+018,1.62002257146369E+018,Agent,Sky
497,1.62002263996402E+018,1.62002263996402E+018,Agent,Sky
498,1.62002268925316E+018,1.62002268925316E+018,Agent,Sky
499,1.62002272274355E+018,1.62002272274355E+018,Agent,Sky
500,1.6200227456663E+018,1.6200227456663E+018,Agent,Sky
501,1.62002534304396E+018,1.62002534304396E+018,Agent,Sky
502,1.62002544459699E+018,1.62002544459699E+018,Agent,Sky
503,1.62002573071221E+018,1.62002573071221E+018,Agent,Sky
504,1.62003007311657E+018,1.62003007311657E+018,Agent,Sky
505,1.62003048136647E+018,1.62003048136647E+018,Agent,Sky
506,1.62003299767568E+018,1.62003299767568E+018,Agent,Sky
507,1.62003373011363E+018,1.62003373011363E+018,Agent,Sky
508,1.62003442751536E+018,1.62003442751536E+018,Agent,Sky
509,1.62011864206683E+018,1.62011864206683E+018,Agent,Leaf
510,1.62013392577422E+018,1.62013392577422E+018,Agent,Leaf
511,1.62014254297851E+018,1.62014254297851E+018,IFA,Leaf
512,1.62014612786834E+018,1.62014612786834E+018,Agent,Fig
513,1.62014616434567E+018,1.62014616434567E+018,Agent,Fig
514,1.62014619284794E+018,1.62014619284794E+018,Agent,Fig
515,1.62016651411008E+018,1.62016651411008E+018,Agent,Daisy
516,1.62018268152569E+018,1.62018270414155E+018,IFA,Potato
517,1.62018443390376E+018,1.62018443390376E+018,IFA,Potato
518,1.62018460382773E+018,1.62018460382773E+018,IFA,Potato
519,1.62018471602148E+018,1.62018471602148E+018,Agent,Lion
520,1.62018802450106E+018,1.62018802450106E+018,Influencer,Sky
521,1.6201889746676E+018,1.6201889746676E+018,Agent,Sky
522,1.62018964483256E+018,1.62018964483256E+018,Agent,Sky
523,1.62019041596268E+018,1.62019041596268E+018,Agent,Sky
524,1.62019339231657E+018,1.62019339231657E+018,Agent,Sky
