,gender,age,id,became_member_on,income
3640,M,42,7d30ff83c4c141d79231d53be5101d9d,20160905,68000.0
3641,M,27,894669a32ec14a2fac839e636f807768,20160531,32000.0
3642,M,63,339ce280165b40cb856d943db119499a,20180630,84000.0
3643,M,43,7b6f942b3a5c48ebab92b47f4608e171,20171002,34000.0
3644,M,21,d12f8c848c854a9ebf3443457e172e01,20131106,47000.0
3645,,118,343543ae92b8457d924cd7a8eaa7a955,20151220,
3646,,118,dbdb5eb514cb4b94a49be1e888ef7250,20170827,
3647,M,70,960caadee75247a3be0ca3245c7d6f2f,20171014,79000.0
3648,F,67,42f8d287efa7489c9c13f94b2cec5fc5,20151127,65000.0
3649,M,71,f8c07073fb89432d996725a3225e5e38,20180530,69000.0
3650,M,30,55d3ed806a6e4adaaec2df934fc9d8eb,20180223,60000.0
3651,,118,9f3a4c78181f4a138f0130ea027a2f3d,20180404,
3652,,118,c95f9e4a135a47c88af6b0e86887cb3b,20180613,
3653,M,36,f3fbb30bac49414cb6a515e563ee0f99,20140115,64000.0
3654,M,72,4de995d854f94b3492f743cc1e98ec29,20170827,48000.0
3655,M,58,6e0b0d6db74942b49007e6ff4699f32c,20130813,54000.0
3656,M,22,2c4a39db7685477a8a8c142706b2e8ff,20180130,72000.0
3657,M,45,2bb93a2ba2444644bfb33cd38beac0d9,20140427,86000.0
3658,F,39,74bf65900a924dcdbd6cbaba921fcd80,20170505,52000.0
3659,M,66,4520caf5f7ac4436b2b536e1315bd6df,20170806,88000.0
3660,M,45,6e7d42fc10ee466c80a4056b3ec0b072,20180716,62000.0
3661,F,41,2ac533ce2ba246c9b3ad32aeb2579a8e,20170822,56000.0
3662,F,20,c89fa9af11d74b4d8cee355d0871bd97,20160111,54000.0
3663,M,56,b6d94c567b25454a9262c4f5c3ac996c,20160121,56000.0
3664,F,73,9fa8ee92f21e425ca26519b84d513c70,20180724,113000.0
3665,F,65,1063ada827b040238f9d076ba71e6522,20171225,48000.0
3666,,118,12da1e886d0c405299369ee3f0d975e1,20180215,
3667,F,88,5991a7c29e594df2aa22b14628e2c094,20170913,69000.0
3668,M,64,7ffbb6f34b834970966214e754b5a35a,20150722,67000.0
3669,,118,3177d2d794b94e2097125b31a92c4c38,20160314,
3670,F,53,430e42dcf5fd434c8de633467765b0eb,20170222,65000.0
3671,M,82,f5ae5f22cbbd45edb721587c2f845a00,20180525,44000.0
3672,F,34,b56a93598fa5432b9d258e1a831888cd,20171103,33000.0
3673,F,83,4758968e20074f35b26f96694867bef0,20160130,107000.0
3674,F,43,e2fd3352911844f0b3bc2965978c2798,20170705,66000.0
3675,M,82,57c96b5ca2da4b868f89c70ab07aef81,20171023,63000.0
3676,,118,e5f2af92edfe4dfa8956cc29a5567b11,20150928,
3677,M,56,398ceac221bb474daba2d1b05780130f,20161124,55000.0
3678,F,59,f9ee0b3499324d7c995278b18abb33ad,20170821,95000.0
3679,M,55,45231f3dbbb346f6902b268a4169eaa3,20180329,62000.0
3680,F,65,44eae499188b4c5c849741ac698aed4b,20161216,97000.0
3681,F,68,dee41cfae12043039ee3ed880778e7dc,20180308,68000.0
3682,M,47,b567154700ce468ea2cf636912fa2b08,20131109,40000.0
3683,F,36,cc8ddacae6e84c6e81f19c2b70306b6f,20171009,35000.0
3684,F,40,3282a2d093e040ac9250233349c9888c,20170615,71000.0
3685,F,54,0eb51351d07c4bdba4ed8db8b3fb2392,20170809,55000.0
3686,M,71,03566626393f43a88c55de21c61761d0,20180302,59000.0
3687,,118,9f63154156e745988a670e4c3fe29249,20180407,
3688,M,37,a8fbe596fea447c0a7fb9ac85bb01b0f,20150806,67000.0
3689,,118,2e5aa7325eaa42089d72d655aa7ae282,20180704,
3690,M,54,893131691a9a492585d9ea3afbdb37a0,20161023,58000.0
3691,M,49,56a30c95a6cf4950b5dcade44b0b5dac,20180504,72000.0
3692,M,72,6c3eb0c4198c49aaa109a3bc4bb0acbe,20150622,62000.0
3693,M,35,4d6950947fb448e3891542dc26a2c389,20160316,35000.0
3694,M,58,0bbcf0985bd04fc4bbf77b4500ada512,20161010,61000.0
3695,M,73,c841f47c42044aaa994d4889a3451044,20170901,71000.0
3696,F,55,303b2c1b751640c78419cd8288944419,20160613,119000.0
3697,,118,66c6a0c7d2cb49cc958c76ea136c944d,20170912,
3698,M,42,3403ae9e2e7943a6a4cf242471c66e6f,20171012,86000.0
3699,M,57,8cdcacba1ef44cae85558dd47fa23072,20180216,83000.0
3700,M,19,76c72a341fa54a778501002270f37cef,20171228,53000.0
3701,F,58,58181a9005da442bb9372127e3d1d584,20161103,46000.0
3702,F,63,fd45aee3900f4b3c88a35b53d0bf630b,20180328,65000.0
3703,F,66,18929cd7445c4604bb987f4b0cbb036c,20160718,87000.0
3704,F,60,8db3081752cc455282c831cc236dec91,20171010,65000.0
3705,M,51,682db591325946118a74447bdb891603,20170131,75000.0
3706,M,46,ff7cc9b97c7744cfbc31bb020ea8d07e,20130918,46000.0
3707,M,81,7a9ad3ee82b54845b6cefd3de13e6ac6,20180311,76000.0
3708,F,37,ff3bc5e639a145fab9b8fe1df14349a6,20160403,58000.0
3709,,118,3af266992b2448599ace40a81088a951,20150130,
3710,M,21,cac0f39ebe284c40819c37d540a0767f,20180303,58000.0
3711,F,77,1eae2b68358845a497404afcea2f0aa0,20170524,62000.0
3712,F,18,e0749ba1296b41e9adbdc27c979b2510,20141127,40000.0
3713,F,70,7642279c17b84e97821a33d8321c41ab,20180505,71000.0
3714,,118,7ede12164ac7489eb5b4f607b87977f4,20170820,
3715,M,57,9daa8e32286143da85f85846cb35a259,20171017,95000.0
3716,F,62,1922e62c02ec4664979eaeb8653d6fc5,20171109,58000.0
3717,M,21,f3eadb24229f420cbf068fdf0fe05eca,20180104,71000.0
3718,F,69,ca54001246b74452b232996eea678854,20160407,53000.0
3719,,118,f97fb524ef4e46e3937cf3bf6b47fdda,20170207,
3720,M,62,8140d90b53c54b0687ddd58ee64bd9d6,20160730,64000.0
3721,M,48,74763e4ccbf549c6bc1205f4378f5747,20150517,71000.0
3722,M,21,2fd55b2564c54db191185409836f81e5,20171207,60000.0
3723,M,75,0cade469f8204713a1ea0ad29d578c0d,20170713,94000.0
3724,F,82,ed7e6c25c7db4d7c94b552738996f6ef,20180228,73000.0
3725,M,56,38fe17dd8f41408385bd67c0d06df2d1,20171111,30000.0
3726,M,45,4f6c19059908429eb5335d9790f26d9a,20171124,60000.0
3727,,118,aef607d8b1d14eb68196f438c5d8bbf5,20171005,
3728,,118,f660a1217750485a9f2f36fd929b5575,20180105,
3729,F,28,8184c15e16704a54a32705a4f10caec6,20171217,32000.0
3730,F,56,afc2ba5bfc134860bb972db2a7919901,20171206,60000.0
3731,F,49,d7c52c19f54a4f96994d06eaa22e111e,20180319,51000.0
3732,,118,771f341037bb41e49d1ce4ed096b3488,20171121,
3733,,118,2a2434a742fc40df952c536485bb205a,20160913,
3734,M,61,99950b4620c247f3b138576e96e82c9d,20170822,99000.0
3735,F,35,87deb7387c0f4ef7bbf8239665a23e1b,20151029,33000.0
3736,M,35,e981bddbd79142f89deeb625cbe1ce5f,20180624,64000.0
3737,M,44,5b0ce237da4f4feaafd1cd7e22167e90,20170711,49000.0
3738,M,30,cd0cb9d1599c47a0bb69c49d19c2117f,20180605,31000.0
3739,M,58,93599a777bc34536a4703b63493a0ea6,20180309,33000.0
3740,M,35,bd6db3a8f19f4947b9d4846536b74d45,20140404,41000.0
3741,F,58,e32d0d63d30f44db88157af0fffbadcf,20170104,91000.0
3742,F,45,591b17b5a24a44f7a23bd2296e46e0c4,20130909,82000.0
3743,O,62,75878d70993c4963ab658bacae8d2002,20160821,65000.0
3744,M,66,a45f960b9d1e4684881327509ecf2cd9,20160309,52000.0
3745,F,64,2ea7de75534145b0be0f49a30842e6e4,20160209,80000.0
3746,,118,3d02345581554e81b7b289ab5e288078,20170127,
3747,M,27,4a77318aff504e48837d945af45d6727,20180211,32000.0
3748,M,24,aba68a20aa8a42acbe25ebcf0800414b,20151021,51000.0
3749,M,25,9a4ab5027e7a480dbaddecb9c06e8f2d,20170912,44000.0
3750,M,83,8301eb9427774c7a96198934af818093,20180705,62000.0
3751,M,49,8ea0513ddaa34071be030721b66d0536,20170914,67000.0
3752,M,70,62d8f760122a4a9caed68677357ead15,20140917,93000.0
3753,F,71,18f6d43ce45c41b398606753c3412f60,20160417,97000.0
3754,M,27,5258f977542b49e5ab596382341b3a29,20171201,37000.0
3755,M,52,af51e40269e14424a5f08ed86a4d6437,20150228,37000.0
3756,F,22,6afc72ae958d4e67af53f81be77bd398,20170122,49000.0
3757,,118,7df6d44d1ecb46b59fa09e1e3fb57ebc,20180301,
3758,M,48,9515707a7a584c8286cee12cdaf7668e,20170820,32000.0
3759,F,57,286411d1df244cb4a18d1542834e3d8f,20151027,102000.0
3760,M,63,6b715ac1dfaa41b49a463cabb73cbe52,20180315,51000.0
3761,M,58,bb93bfae58094546b29f9c08094afd04,20160418,79000.0
3762,M,60,d8caa73d26d34770847f584020421eba,20170227,66000.0
3763,F,85,735f456dacaa4734a3862d099d26c683,20180405,80000.0
3764,,118,7979224ed8ca46a7be6112db5f498986,20180106,
3765,M,54,70438cb55afa42dbbea1e62163fa3504,20171022,51000.0
3766,F,92,9e9aab288405481cb7cac45dc3c48315,20160816,108000.0
3767,M,19,b94243e4bfb34cf9a4003b4009daed22,20170922,54000.0
3768,F,73,f81cf50a115f4042b0fe3f09265a56d7,20180226,36000.0
3769,M,51,0c9c4852f7a04dc8be4865dac3e75d5d,20180116,44000.0
3770,M,36,b3558a16618341869b830ab77d6443a6,20171214,38000.0
3771,F,92,30f564f21a894030bed7a6e6f1b143e6,20171019,87000.0
3772,F,65,842f6309498349c384c691cea552c52c,20180112,80000.0
3773,M,62,bd91b42ebde945ea81af9a64685b4b79,20170805,40000.0
3774,F,81,0246f8fdf0b64014a98822b70231c58d,20180401,79000.0
3775,M,53,2022184e5eb84a7d83a85d4d9fbcad82,20140316,70000.0
3776,F,55,4acef5f30b3c468facf21c59294d4285,20160202,75000.0
3777,M,61,3a4d1e41dbc143119460fd35f25cec31,20180226,35000.0
3778,,118,bc8cf9f0276542c59fedf4878bedb069,20170823,
3779,M,32,9f6907ec4e1846dc9266b0289bbce9fb,20171124,68000.0
3780,M,54,b93783eb826f47ad8c2d30dd8166ee17,20170618,71000.0
3781,,118,bd5b31dca4a94430a759aa9c4e89daeb,20180503,
3782,M,65,c4cc8a7a10fa402dae9508b47373117d,20141230,50000.0
3783,,118,7d116e81569d46299471c18a615feea9,20160107,
3784,F,65,fa38365493e34ddead796e2a183bd8b5,20170303,88000.0
3785,F,72,3019637618be4339ab60283b94e9ea46,20180616,93000.0
3786,,118,2e54d5a59bee47a6a05df0ba65654deb,20171130,
3787,M,48,d77012df51d64d7095dbbb69945e2825,20160909,78000.0
3788,M,58,2d6ed5cd4f2347d1a381e9e938824e29,20171204,54000.0
3789,F,79,ce1579c557c14f7785869dc80638bc0f,20160524,72000.0
3790,F,56,d40b855e10e84a74b6049695ae6d7223,20180102,90000.0
3791,F,44,22212a9457f544d099841ab698d2a5ef,20171027,53000.0
3792,M,55,7dc62a0a1736432f9a2dbafae8a7687c,20170814,57000.0
3793,M,33,0009655768c64bdeb2e877511632db8f,20170421,72000.0
3794,F,24,b62a7b6effca47d29859ba016fd4efa0,20160113,72000.0
3795,F,48,daa9206b6c19450c88b6d947ffde76e7,20170808,75000.0
3796,,118,a768ea97df544316afa7184273e13152,20170625,
3797,F,56,7b32d67348b6462fad4f0f59ee3bd8af,20170606,118000.0
3798,M,55,a4ab755ad5d748ba8bb1bf32b6096e83,20170930,32000.0
3799,F,70,97296640114045da9189590d8b65ba1b,20180427,84000.0
3800,M,62,77cc94689f2f4312b79321f415da78f4,20170816,55000.0
3801,,118,03833a1fe27f4435917da7e54c6fa48a,20180323,
3802,F,58,ff7cb44e72db4112b270560686f97a23,20151102,39000.0
3803,M,62,c7448f5fe0ff4a55b08abd3acc9ada61,20170804,52000.0
3804,F,84,693fe2f8e247468ca3a4b581fa66f499,20170810,100000.0
3805,F,38,28f9666945804ab0bfc63f3ec6ae9af1,20180411,44000.0
3806,M,60,e4d95c80a1914492aff749a61bee8380,20180615,85000.0
3807,M,54,2b05fa3fb6d042d6abbc803653e7399c,20171020,60000.0
3808,F,59,64ae595aca2445fba9831b04823af134,20160812,103000.0
3809,M,83,62811a87189d467b81a809a886742e85,20171123,103000.0
3810,M,64,8ca462f1192b4aa29ac99768d5eefbfa,20170503,54000.0
3811,,118,744d04231e5046b98fb7ca1544f6e259,20180417,
3812,F,47,6e89f03e9bb94a0697104ded595c721e,20151101,41000.0
3813,M,50,b4298bee37414eb7b30feeea90f8247b,20180121,46000.0
3814,M,48,4dbbeeaf72d641529940af9b1be1bca9,20171117,64000.0
3815,F,26,2593fc0f13c24edc8455c68de6b38eab,20170608,41000.0
3816,,118,ce7cdd9de40f4c34ade7b7b53ffd77ee,20171006,
3817,F,83,361aa97b97f147fdaef592a61081b3fa,20171019,41000.0
3818,F,90,60f30fc1cd8b468b91ad5a0531f971c7,20171203,89000.0
3819,F,60,79501c86985d4ea08eded43b1cbc3a8c,20170811,97000.0
3820,F,51,f31e27cdcdac4b0a9a384c0567a7ae43,20170113,85000.0
3821,M,40,cdbc4f8a3ff24e5eb0dad07f9a32d11f,20171021,50000.0
3822,M,40,667e1e1a4c8849d5879bc1d830e5a6b3,20171129,70000.0
3823,F,62,5cccab62e4f3456f9824f1930e1da5dc,20160406,101000.0
3824,M,37,0eb1e015491241889fd6bfdf0794f052,20171105,64000.0
3825,F,53,9c20b8e0ba9d4ae3bfe6d259a85d1d12,20170129,91000.0
3826,F,50,6d5d091c50874123930d2031dec502e9,20180313,55000.0
3827,F,39,d9728f92749f47618c867c33bd748940,20180519,74000.0
3828,,118,2c66aa7a1fff4f0d84f69a40eea5e8f6,20180220,
3829,M,36,d2f79806cdbc4b68aea25148dcd8d551,20170914,36000.0
3830,M,61,8f97634e6de846dcad837f2080273ee5,20171112,54000.0
3831,F,56,9f6c8e642beb43fb91fa4193f6d8b3fc,20161016,72000.0
3832,F,61,d335181e52ea468891d3bf4aec67d10c,20170828,115000.0
3833,M,22,a25edbd49eee4c5cbdaf2930cefb4634,20160428,35000.0
3834,M,62,233c4cb4bd5b48e1bf461e4e7774d5c7,20150524,74000.0
3835,,118,307f96a6ea9d40daa5978bf244dcd735,20171205,
3836,,118,3ebc60e3aaaa41039128482c7296da53,20170207,
3837,M,70,71de1f697e3142b685847eabb040440e,20170430,84000.0
3838,M,83,a91155f8df7740389524af9b94b66a9a,20180725,96000.0
3839,F,94,a104f5f8f470487693d626d36317dcf7,20160929,31000.0
3840,M,46,7dc394b25e2c43c4bd9f00f45fa5cead,20170906,50000.0
3841,F,69,a1f4f26d619b4d3da9cd3ec6071e0c20,20160108,48000.0
3842,M,59,5ab73cc199824b2ea9d232c21c0a10e8,20170804,43000.0
3843,M,81,1a8e25a2abe04bc4aa13f91b45c369db,20160825,120000.0
3844,F,51,87ab31c624964083bb6a4e3a64fd7c55,20180206,43000.0
3845,F,48,559621f9efde479a9f88f62207c852b8,20171113,54000.0
3846,M,60,5725b27c56ce42bb86569bd965ab35eb,20170128,92000.0
3847,M,40,889bc16ffb064e889da9f5813dd34357,20160829,65000.0
3848,F,24,3044e3dd3805485e9d39bcda615c6be5,20170122,61000.0
3849,M,43,e4d1de549dc141eeb3db5ded481a6d67,20170603,87000.0
3850,M,60,916d513074dc4cbead2c1fb4070a06e4,20171014,83000.0
3851,F,22,00c91f31f5f74e769fa7a359b63e1a9f,20161115,49000.0
3852,M,24,5f770fb2f5524860a0a3ff77a7d88c59,20180212,53000.0
3853,,118,a0661ae79ac14d6aaa6a512c33bb9dea,20180721,
3854,F,94,ffb62bee02c14583b9763f8613bcace7,20140823,75000.0
3855,F,26,7f8ca265c7b54f1592b8720a3d7a7c9e,20170430,57000.0
3856,M,26,a1cafa52856b47d6b5a51b172f9509dc,20180703,62000.0
3857,M,52,7b0fe46288a44fb98514bbcd83db3c6c,20171121,56000.0
3858,M,73,72c2e3e12e4e42ccabcff144c2a30a84,20131112,41000.0
3859,M,48,bc9967a6750e496ab469784ce225ade2,20160104,72000.0
3860,F,65,ce41b96c7ef1426b929b4f6c494cd5bd,20140308,39000.0
3861,F,38,4adca6b0329140879c17601716a03e33,20160329,85000.0
3862,,118,6932f4c26a0448849fc72612bdb9f6ad,20170901,
3863,M,49,e907946cc01e4e11b814b1ab946755a0,20160514,50000.0
3864,M,54,1c915596914b4931b6dd2386601ae325,20180429,35000.0
3865,M,54,7af65c35e04d48378b73e9134e1bdfba,20170408,57000.0
3866,M,58,f2ecbad774a14496b16393f8dba1528a,20140716,40000.0
3867,M,51,f062a057cfcc49c39563e045d4e1c0ec,20180417,65000.0
3868,M,49,08243bf7c8df469591c0b9d29074463d,20170218,39000.0
3869,F,55,9b62e142191d426bb5a47773311d4101,20160728,86000.0
3870,M,57,1a44317508de4e529c5f5e65b583a971,20170320,31000.0
3871,M,61,b1a6c6b97e114a75adbd008e9222397e,20170331,52000.0
3872,F,67,0a080bbcdf104247b383fa8fe4e99385,20170911,43000.0
3873,F,35,b743f13d0b9f4ae0b529bb65615f7e52,20160430,34000.0
3874,,118,c2dedd3d38044d9492060c4f4952ad5f,20141204,
3875,M,33,2fc9777afb5a4dae94037543a9dfc4d2,20160709,32000.0
3876,F,53,df1d11f19ad04e5995ee7c28e642932f,20180605,110000.0
3877,F,61,6e4c670bbce3479a90f5bf214496cd64,20151128,87000.0
3878,M,59,44e7bf6460ce490bb012e70ce4d772c4,20150220,59000.0
3879,F,51,5159b0aa366e4b9b9e55c737839bea23,20160104,114000.0
3880,,118,6f8046e4e6c14ea699cfb964d67f5e4f,20171230,
3881,M,63,e28c08db1c7148e3b980903f1eda597c,20160408,38000.0
3882,M,86,4f4777c7c22648f58098e89a34426e07,20170921,80000.0
3883,,118,8a786fa0da254df79cda216055c8fc4c,20160818,
3884,M,49,85eeecda70f54cc2aace0bbdb1771293,20170618,56000.0
3885,F,71,36d0673ea98c4cafac89e8813c3324f1,20180319,96000.0
3886,M,62,2bc8d01ed07943b9ad06b426dcf73a71,20180129,80000.0
3887,M,78,505672e0c12e4f77a4461641b004bd5d,20171209,33000.0
3888,,118,9a98ee297491498b97ada808e2e7f3c1,20171001,
3889,F,54,051b92f5a9f94328a8721e86905c1d3d,20170226,108000.0
3890,M,68,9c400c1288894ae1b93997ad5393baba,20170826,37000.0
3891,F,88,4903da2095b74faaab207861c91128c4,20170712,89000.0
3892,,118,68847bcfe23c4f7681e82e98d22d0b23,20170101,
3893,,118,06ca908ab8624ea7af1ed69068b47155,20180407,
3894,M,33,120b9858bd7b4a3cb47a35e23333346e,20180722,72000.0
3895,M,42,fd3e1ba4df4b4db0af9cf727eb1651ac,20151224,36000.0
3896,M,28,d99b06a124ad4b829d41ee6a5d74c0a3,20171123,70000.0
3897,F,51,96439f0f52704d599a1aac934118726a,20161030,50000.0
3898,M,41,82eafcbf423a47c49d111695f03d31b5,20171129,97000.0
3899,F,37,2b484f47c647418898a58835c3b8e207,20171013,58000.0
3900,M,61,6f6d0c5ddfdb431d962677551aa87cce,20141104,55000.0
3901,M,46,0a225a4c15904951b5b31d949a0d968a,20160522,53000.0
3902,M,18,13e0d788744c413e99fe60f4f571233b,20160603,36000.0
3903,M,20,7048354f736544c99137de27a7cd0450,20171216,43000.0
3904,,118,d25c574922054a82b1bcab0a0ea3cca2,20160225,
3905,F,86,68f47ee760824c4295daa45e0f5a29cb,20180109,100000.0
3906,F,53,ca9555b11b7c4ca7ae27dda509570ef3,20160321,83000.0
3907,F,69,33b3748d50284c35a2060f56bcc62307,20170530,75000.0
3908,M,28,cc884499447d4181b59c89efb6e71d84,20150218,50000.0
3909,M,67,6406abad8e2c4b8584e4f68003de148d,20160228,79000.0
3910,F,41,97b82b1dc51c49128eac3df380b69fcf,20170825,50000.0
3911,F,78,b4e842928968481f988f869561cc0257,20170421,99000.0
3912,M,47,2f91bf9a9b3f4ec79d586373327ee0b7,20180206,39000.0
3913,M,32,343a60997ee54bd58cc3601ddcb053ea,20170920,73000.0
3914,M,68,df31a3f6f0804441aba8c5abc392f753,20170620,33000.0
3915,O,52,a8bd3006b5c941d6b21e8260771138cc,20170307,60000.0
3916,F,62,ff7fdf82996949ec82d158a02a1d9cca,20161203,57000.0
3917,M,38,b14675e3d5c34b508ff6e6686d665794,20151019,38000.0
3918,F,74,c28c6b608e6f4efcac632a67d04b43c4,20160627,86000.0
3919,M,25,2e2c0c6ab3974732b31ff74869932e84,20151205,60000.0
3920,M,22,39d1604b571b46a0ab365531ff42f799,20171030,49000.0
3921,M,24,7c32f0e77e6d4b1d894030cb2de2c304,20180608,35000.0
3922,M,52,346f86f3e8fd439a83e741e67e3fb74d,20170408,97000.0
3923,,118,310c21b205154ec9aa121262cce0d30b,20171213,
3924,F,54,7529b345609843b18d2cdd10ab4c0a8e,20180527,36000.0
3925,M,62,4aa1f99e130341f28045d29207c3b2ac,20150814,54000.0
3926,M,65,9df0134f61724188b93ad623f9f32289,20180330,55000.0
3927,M,48,f8f76e7cdf4c42e2a8c08c225ee7e038,20171025,37000.0
3928,F,64,e94d0928587e4a198fc325c78a2899d2,20171228,93000.0
3929,M,33,af04f04b84fb427b99dac5087034dab8,20180128,73000.0
3930,M,25,5529078d0e9a4fbb8a4c1f5f17018cc9,20160220,48000.0
3931,F,56,5c2a03a9d03145cc9bf953faa2c51fc1,20161226,118000.0
3932,,118,a4d4393d96a3456bb68a434973ad9b47,20170917,
3933,M,66,b4460153df8b404a969d64dd6f2204f1,20180208,65000.0
3934,M,31,30230e56beb04882aacc6b233a84698a,20151218,44000.0
3935,F,53,6d2dd677fd624c6aadfa5be303242c6e,20180608,108000.0
3936,M,47,efff6930f36344bd83633a006a5a497f,20151120,85000.0
3937,M,67,95f5953809514c02b1b42b623b2f1fd9,20130924,74000.0
3938,M,75,447600a6896d47e1bc24b473006ccebc,20170531,112000.0
3939,F,50,c5809b646a4b48ec82424067ce2e639e,20180107,91000.0
3940,,118,8582150967d2440e93a857b4ef460f43,20180311,
3941,,118,6ad46e5e66a544d8b132562d45572117,20170912,
3942,M,89,1661d8802f16412b9bade2f1aea0e64e,20151005,84000.0
3943,M,57,bf95390fdcf84916b22cf441d1bf4e46,20160103,104000.0
3944,M,44,a55443a41bb4494eadec2451cdcffa55,20161021,96000.0
3945,M,38,96f00d6a432547f8b906ed5d64758b67,20160407,51000.0
3946,F,85,9f8dfe338ab347e88b50cbf615d799f4,20170929,74000.0
3947,,118,10814621208d42cd98eead9ea704eb47,20180109,
3948,M,66,1502fe1c8f9c4973bc0631d34f5147bf,20161120,103000.0
3949,M,34,338cc645ee5e42a5b61b78ab018f0445,20161024,64000.0
3950,M,64,89df998636e744a981d7c907e778bea7,20160410,55000.0
3951,M,43,5e44bc50a2b84b0a89d7246f5a85617e,20180723,99000.0
3952,M,59,8e92f0cd54c24f87b8405fa73b818529,20161118,54000.0
3953,F,62,a42ed50acc4d4b25bca647c9e0b916ad,20161017,33000.0
3954,F,58,67e081badab74950badc43b31cd14abe,20160307,64000.0
3955,M,22,af41ddef5c8149138aba2cc20a0db9a1,20160211,33000.0
3956,F,63,87ef3f7155fb4ea9b5e1249c22d0240a,20170808,34000.0
3957,M,48,a68b9966964240caa919b0c08c201904,20180112,37000.0
3958,M,61,023411b8a45a4715979dae6cec425a8b,20180523,59000.0
3959,M,75,e46c47a54e254756bbc5c30ec010cc37,20170828,36000.0
3960,M,47,28765f822e7f477b90a226ee29bcc473,20170601,43000.0
3961,M,41,81c7b04f3f344301bb6c578db4886da1,20170216,88000.0
3962,F,62,f883a0574d944b0488bca8cc4b22a728,20161125,95000.0
3963,M,42,5f1b9037df3740af9f300d987513af8f,20180202,61000.0
3964,F,72,acdf9a19b60d4c13ad594ebcb6b23eb9,20170201,91000.0
3965,M,52,6994d35034504f6caeacc956d95b3eaa,20170506,68000.0
3966,M,69,8cd0edcb3a6b44df9be5e7c8831a5c53,20170516,54000.0
3967,,118,3f9ffd2f4d14467b8aada5f88ed06c10,20150801,
3968,M,48,0dffd428f9f94f60aaf80dd5ac210206,20150601,87000.0
3969,M,66,fc96a24cd4bb4e65983e2598213a6c53,20170920,72000.0
3970,M,62,d35e585fbb9b4ac1b3ccb9e1bac71335,20151211,54000.0
3971,M,30,88876be460544c19a852db9c55a04099,20180130,55000.0
3972,F,47,c005f7a6e79f4f22bb1e6f147c0e4a70,20180401,93000.0
3973,M,64,9fb51cd4e0d44e77b34d744866fd514d,20180203,88000.0
3974,M,84,9be03ba7d3ab456eb3a7f6acf2cdfffc,20140504,98000.0
3975,M,39,919ee63437d742729f1f502ae9e619d9,20170427,71000.0
3976,M,58,a397c7e5c6ca48a1b24e1ef84baa15e8,20180507,36000.0
3977,,118,95698c2e53b247b492fdc3a96ac75d58,20170908,
3978,,118,07c0543d781742cb94db14afb1420e2a,20160420,
3979,F,38,59b7fa7b6be14a97b04cd274b2bdcf0a,20171121,38000.0
3980,M,23,d609a3e0dcfb4ecc9f6aba6d9d13618b,20171106,74000.0
3981,F,41,ba370543f3764ef1aae43bfdfe6621d9,20170928,64000.0
3982,M,65,7378619969094009af10e2097b4a5f76,20140406,53000.0
3983,F,74,30d56c0b77ef4c819dfec73e63418a74,20161231,45000.0
3984,M,69,298453e8cb78470089918b8e0ccb023a,20170513,72000.0
3985,,118,4c142407c3d041569bc92b1ac269d004,20160114,
3986,F,56,de035e26f1c34866984482cf5c2c3e36,20170520,54000.0
3987,,118,171c7f6ef14c416a87ac8907c58202ed,20160719,
3988,F,42,17e3df325db64f959f8e359e186d0c32,20171129,60000.0
3989,,118,d238c2c94ca64d348808025afb370195,20180124,
3990,F,52,4b34026864b64d00ad0a5fa9d7dcdec2,20170512,79000.0
3991,F,67,d2dd721516be463196ab7bcf100fc82b,20160320,63000.0
3992,F,64,a03b06dbe5eb4cfd9187a4e57abe3701,20150903,84000.0
3993,F,67,1b60c7f201324499ae707537200b5934,20171028,102000.0
3994,M,55,2698c067b1d74815bc3a899e301f93e8,20171014,52000.0
3995,M,54,822415f7e4874367af290069124672e3,20180420,59000.0
3996,M,46,43a5c67728a441a78664d2dcbb6a265b,20150224,39000.0
3997,F,83,7cb8642dbbd34261babbce3da1ab8e33,20170904,43000.0
3998,F,28,d0227d0bb2b147dd877d1a373226537b,20170413,59000.0
3999,M,51,2210c471e13e49539d624a8f2b04f682,20170807,81000.0
4000,F,43,155a3cc8647a4d74ad15111d2b569e63,20170414,87000.0
4001,,118,6cee7e5f6769472eb4151cc89eb039ce,20180113,
4002,M,32,cf919c80374046dabb38eb0773b3cd5b,20170819,71000.0
4003,,118,6b68eed636f049968e3d32267cc31658,20160826,
4004,F,59,cce85db37bbd441c9e65adbc1678ec7b,20171108,70000.0
4005,,118,a3627a341176408c9512c6c6a8378458,20170901,
4006,,118,5ff7ca206046431aacd73a359e71571e,20170928,
4007,,118,1b13f0dc7eca4451bf9dc1454140846f,20151017,
4008,M,46,998c265dbf8445e892162a8753207c2a,20180121,63000.0
4009,,118,1e9bab3a7f2c4ea1ab799bebbc978859,20160330,
4010,M,40,5867e3c0c7f54063bfca9b1c98806a00,20180110,59000.0
4011,M,63,f1378b2fc61f4a61a50f935e4ddd5a7f,20180321,54000.0
4012,M,59,97ec7fd299d94efdb09450d8482ee28c,20160124,38000.0
4013,F,39,2349cf9c53bb49e09b23e4684cdcd86a,20161116,32000.0
4014,M,57,a2a18d707be74e16b724a57dc78fb40b,20160404,76000.0
4015,M,48,6e6132df38b84767848eabd6e0f12c08,20170803,59000.0
4016,M,18,68012cc999eb42fda88b5f9b54603d9c,20171010,67000.0
